patent,country,url,date_submitted,date_issued,title,wikidata,inventor,assignee,cpc,collections
US1939597,US,https://patents.google.com/patent/US1939597A/en,1928-10-16,1933-12-12,Projection Apparatus,http://www.wikidata.org/entity/Q73585586,"William C. Merrill, Jr",,G02B27/06,WestheimerF14
US1940148,US,https://patents.google.com/patent/US1940148A/en,1931-05-11,1933-12-19,Projecting Apparatus,http://www.wikidata.org/entity/Q73585587,Albert B. Scott,J. Rex Cole; Henry King,G03B21/00,WestheimerF14
US1940424,US,https://patents.google.com/patent/US1940424A/en,1931-08-06,1933-12-19,Motion Picture Film,http://www.wikidata.org/entity/Q73585589,George Lane,Audio Cinema Inc,G03B31/00,WestheimerF14
US1940503,US,https://patents.google.com/patent/US1940503A/en,1930-03-15,1933-12-19,Color Reproduction,http://www.wikidata.org/entity/Q73431036,Charles Nordmann,,,WestheimerF14
US1941341,US,https://patents.google.com/patent/US1941341A/en,1931-04-02,1933-12-26,Method and Apparatus for Synchronizing Photoplays,http://www.wikidata.org/entity/Q73425297,Walter E. Disney; Wilfred E. Jackson; William E. Garity,Walt Disney Productions Ltd,G03B31/00,WestheimerF14
US1941980,US,https://patents.google.com/patent/US1941980A/en,1931-01-17,1934-01-02,Making of Sound Synchronized Motion Pictures,http://www.wikidata.org/entity/Q73431043,Max Fleischer,,G03B31/00,WestheimerF14
US1942036,US,https://patents.google.com/patent/US1942036A/en,1931-07-06,1934-01-02,Method of and Apparatus for Projecting Motion Pictures Accompanied By Sound,http://www.wikidata.org/entity/Q73425307,Albert C. Pegg,,G03B31/00,WestheimerF14
US1942748,US,https://patents.google.com/patent/US1942748A/en,1929-12-13,1934-01-09,Method and Apparatus for Projecting Two Or More Actions Or Scenes At the Same Time,http://www.wikidata.org/entity/Q73425312,Vincent C. De Ybarrondo,Patco Inc,G03B21/00,WestheimerF14
US1943065,US,https://patents.google.com/patent/US1943065A/en,1930-11-26,1934-01-09,Electrical Drive for Sound Film Equipments and the Like,http://www.wikidata.org/entity/Q73425317,Fritz Fischer,Siemens AG,G03B31/00,WestheimerF14
US1943172,US,https://patents.google.com/patent/US1943172A/en,1933-07-17,1934-01-09,Production of Distorted Photographs,http://www.wikidata.org/entity/Q73425319,George William Ford,,G03B15/00,WestheimerF14
US1945193,US,https://patents.google.com/patent/US1945193A/en,1931-05-04,1934-01-30,Composite Picture,http://www.wikidata.org/entity/Q73425327,Fred W. Jackman,Warner Bros Pictures Inc,G03B15/08; Y10S430/135,PatentPool; WestheimerF14
US1945926,US,https://patents.google.com/patent/US1945926A/en,1928-10-13,1934-02-06,Method of and Apparatus for Producing Motion Pictures,http://www.wikidata.org/entity/Q73425334,Louis H. Tolhurst,,G03B15/08,WestheimerF14
US1947555,US,https://patents.google.com/patent/US1947555A/en,1930-05-23,1934-02-20,Mechanism for Moving Camera Plates Or Shutters,http://www.wikidata.org/entity/Q73425336,Clarence W. Kanolt,,G03B35/24,WestheimerF14
US1948319,US,https://patents.google.com/patent/US1948319A/en,1931-10-20,1934-02-20,Method of Numbering Moving Picture Films and Apparatus Therefor,http://www.wikidata.org/entity/Q73425340,"John L. Spence, Jr",Remac Patents Corp,G03B21/43,WestheimerF14
US1947848,US,https://patents.google.com/patent/US1947848A/en,1929-11-19,1934-02-20,System of Photographic Printing,http://www.wikidata.org/entity/Q73425344,George A. Hatherell; Thomas M. Ingman; Frank E. Garbutt,,G03C5/08,
US1950166,US,https://patents.google.com/patent/US1950166A/en,1931-09-14,1934-03-06,Variable Focus Lens Unit,http://www.wikidata.org/entity/Q73425359,Otto B. Durholz,,G02B7/10; G02B15/14,
US1950092,US,https://patents.google.com/patent/US1950092A/en,1930-07-09,1934-03-06,Optical Printing Apparatus,http://www.wikidata.org/entity/Q73585591,Freeman H. Owens,,G03B27/475,
US1950533,US,https://patents.google.com/patent/US1950533A/en,1932-09-26,1934-03-13,Focusing Means in Photographic Enlarging Apparatus,http://www.wikidata.org/entity/Q73425368,Hans Westendorp,GAF Chemicals Corp,G03B27/36,WestheimerF14
US1951038,US,https://patents.google.com/patent/US1951038A/en,1930-11-25,1934-03-13,Camera Mechanism,http://www.wikidata.org/entity/Q73425374,Stanley J. Pask,Al H. Woods,G03B19/023; Y10T74/20762,WestheimerF14
US1951299,US,https://patents.google.com/patent/US1951299A/en,1931-12-21,1934-03-13,Multiple Film Printing Machine,http://www.wikidata.org/entity/Q73425375,Robert C. Wagner,Roe Cochran,G03B27/08,WestheimerF14
US1951707,US,https://patents.google.com/patent/US1951707A/en,1932-05-02,1934-03-20,Attachment for Projectors,http://www.wikidata.org/entity/Q73425382,Walter G. Preddey,,G03B15/08,WestheimerF14
US1951896,US,https://patents.google.com/patent/US1951896A/en,1930-03-13,1934-03-20,Photographic Camera,http://www.wikidata.org/entity/Q73585593,Wilhelm Bermpohl,,G03B33/00,WestheimerF14
US1954097,US,https://patents.google.com/patent/US1954097A/en,1931-05-01,1934-04-10,Process for Producing Balanced Half Tones,http://www.wikidata.org/entity/Q73425393,Frank T. Powers,,G03F5/00,WestheimerF14
US1955116,US,https://patents.google.com/patent/US1955116A/en,1929-11-22,1934-04-17,Photographic Reconstruction Apparatus,http://www.wikidata.org/entity/Q73425398,Henry Duchatellier,L'Aerotopographie,G01C11/00,WestheimerF14
US1955715,US,https://patents.google.com/patent/US1955715A/en,1932-01-06,1934-04-17,Color Photography,http://www.wikidata.org/entity/Q73585597,Walter Chapman,Dufaycolor Ltd,G03C7/04,WestheimerF14
US1955993,US,https://patents.google.com/patent/US1955993A/en,1931-11-03,1934-04-24,Production of Silhouettes for Composite Motion Pictures,http://www.wikidata.org/entity/Q73431090,Frank D. Williams,,G03B15/08,WestheimerF14
US1957745,US,https://patents.google.com/patent/US1957745A/en,1927-06-23,1934-05-08,Method and Apparatus for Projecting Pictures,http://www.wikidata.org/entity/Q73425412,Ernest Wildhaber,,G03B35/24,WestheimerF14
US1957782,US,https://patents.google.com/patent/US1957782A/en,1931-07-25,1934-05-08,Animated Slide Advertising Film,http://www.wikidata.org/entity/Q73425417,William C. Hyde,Conselidated Advertising Corp,G03B15/08,WestheimerF14
US1959038,US,https://patents.google.com/patent/US1959038A/en,1933-03-08,1934-05-15,Projector with Remote Control,http://www.wikidata.org/entity/Q73425424,Herbert N. Ridgway,,G03B15/08,WestheimerF14
US1959498,US,https://patents.google.com/patent/US1959498A/en,1931-04-22,1934-05-22,Production of Composite Motion Pictures,http://www.wikidata.org/entity/Q73431099,Leonti Planskoy,Societe A. R. L. Metra,G03B15/12,WestheimerF14
US1960397,US,https://patents.google.com/patent/US1960397A/en,1931-03-18,1934-05-29,Animated Picture Bearing Device,http://www.wikidata.org/entity/Q73425433,Valentine Smith,,G03D15/00,WestheimerF14
US1960632,US,https://patents.google.com/patent/US1960632A/en,1932-10-11,1934-05-29,Mounting for a Flexible Translucent Motion Picture Screen,http://www.wikidata.org/entity/Q73425436,Fred W. Jackman,,G03B21/58; G03B21/62,PatentPool; StullProducersPool
US1962321,US,https://patents.google.com/patent/US1962321A/en,1931-04-18,1934-06-12,Viewing and Focus-finding Device for Cameras,http://www.wikidata.org/entity/Q73425446,Gabriel Garcia Moreno,Moreno Snyder Cine Corp Ltd,G03B13/20,WestheimerF14
US1963510,US,https://patents.google.com/patent/US1963510A/en,1932-10-31,1934-06-19,Film Marking,http://www.wikidata.org/entity/Q73431111,Company Cambridge Trust,Technicolor Motion Picture Corp,G03B27/521,WestheimerF14
US1964834,US,https://patents.google.com/patent/US1964834A/en,1930-11-10,1934-07-03,Photographic Printing Apparatus,http://www.wikidata.org/entity/Q73585599,Rudolph Thun,,G03B27/462,
US1965875,US,https://patents.google.com/patent/US1965875A/en,1933-06-08,1934-07-10,Picture Projecting Device,http://www.wikidata.org/entity/Q73425456,Thomas J. Behymer,,G03B21/00,WestheimerF14
US1966348,US,https://patents.google.com/patent/US1966348A/en,1932-03-04,1934-07-10,Control for A Photographic Apparatus,http://www.wikidata.org/entity/Q73425463,Carter J. Hughey,Eastman Kodak Comp,G03B27/50,WestheimerF14
US1979937,US,https://patents.google.com/patent/US1979937A/en,1931-05-23,1934-11-06,Sound Accompaniment for Composite Motion Pictures,http://www.wikidata.org/entity/Q73425467,Fred W. Jackman,,G03B31/00,PatentPool; StullProducersPool
US1980795,US,https://patents.google.com/patent/US1980795A/en,1931-09-22,1934-11-13,Method of Photography,http://www.wikidata.org/entity/Q73425471,James A. Gibbons,,G03B15/08,PatentPool
US1980806,US,https://patents.google.com/patent/US1980806A/en,1932-08-17,1934-11-13,Composite Motion Pictures,http://www.wikidata.org/entity/Q73585601,Hans F. Koenekamp,,G03B15/10,PatentPool; StullProducersPool
US1982210,US,https://patents.google.com/patent/US1982210A/en,1931-09-02,1934-11-27,Photographic Process,http://www.wikidata.org/entity/Q73425477,Clyde F. Gillette,,G03B15/08,PatentPool
US1982211,US,https://patents.google.com/patent/US1982211A/en,1931-09-02,1934-11-27,Composite Photographic Process,http://www.wikidata.org/entity/Q73425480,Clyde F. Gillette,,G03B15/08,PatentPool
US1993085,US,https://patents.google.com/patent/US1993085A/en,1931-06-10,1935-03-05,Optical Printer,http://www.wikidata.org/entity/Q73585602,Arthur Wiltsee Carpenter,,G03B27/475,
US2002188,US,https://patents.google.com/patent/US2002188A/en,1929-08-17,1935-05-21,Method and Apparatus for Forming Sound Motion Picture Records,http://www.wikidata.org/entity/Q73425487,Oscar A. Ross,,G03B31/00,
FR782297,FR,https://worldwide.espacenet.com/publicationDetails/biblio?II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19350601&CC=FR&NR=782297A&KC=A,1935-03-11,1935-06-01,"Procédé de copie de films cinématographiques, tireuse pour l'application de ce procédé et les films en résultant",http://www.wikidata.org/entity/Q73431128,Paramount Pictures,,,PatentPool
US2004987,US,https://patents.google.com/patent/US2004987A/en,1934-01-08,1935-06-18,Composite Motion Pictures,http://www.wikidata.org/entity/Q73425489,Fred W. Jackman,,G03B15/10,PatentPool; StullProducersPool
US2004986,US,https://patents.google.com/patent/US2004986A/en,1931-05-25,1935-06-18,Composite Motion Pictures,http://www.wikidata.org/entity/Q73585604,Fred W. Jackman,,G03B15/10,PatentPool; StullProducersPool
US2004992,US,https://patents.google.com/patent/US2004992A/en,1933-10-30,1935-06-18,Composite Motion Picture,http://www.wikidata.org/entity/Q73585608,Hans F. Koenekamp,,G03B15/10,PatentPool; StullProducersPool
US2005014,US,https://patents.google.com/patent/US2005014A/en,1932-04-19,1935-06-18,Focusing Device for Motion Picture Camera,http://www.wikidata.org/entity/Q73425494,Albert W. Tondreau,,G03B19/18,
US2008020,US,https://patents.google.com/patent/US2008020A/en,1932-11-15,1935-07-16,Focusing Device for Cinematographic Apparatus,http://www.wikidata.org/entity/Q73425498,Fred W. Jackman,,G03B19/18,PatentPool; StullProducersPool
US2013886,US,https://patents.google.com/patent/US2013886A/en,1931-05-06,1935-09-10,Color Separation for Composite Motion Pictures,http://www.wikidata.org/entity/Q73425501,Fred W. Jackman,,G03B15/08,PatentPool; StullProducersPool
US2014435,US,https://patents.google.com/patent/US2014435A/en,1931-10-12,1935-09-17,Composite Picture,http://www.wikidata.org/entity/Q73585609,Fred W. Jackman,,G03B15/10,PatentPool; StullProducersPool
US2015272,US,https://patents.google.com/patent/US2015272A/en,1931-05-06,1935-09-24,Composite Motion Pictures,http://www.wikidata.org/entity/Q73585612,Fred W. Jackman,,G03B15/08,PatentPool
GB437068,GB,https://worldwide.espacenet.com/publicationDetails/biblio?II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19351023&CC=GB&NR=437068A&KC=A,1934-10-17,1935-10-23,Improvements in Projection Printing Apparatus for Kinematograph Films,http://www.wikidata.org/entity/Q73431138,Paramount Pictures,,,PatentPool
US2024081,US,https://patents.google.com/patent/US2024081A/en,1932-08-30,1935-12-10,Composite Picture Mat,http://www.wikidata.org/entity/Q73431141,Frank D. Williams,,G03B15/08,
US2025327,US,https://patents.google.com/patent/US2025327A/en,1931-04-25,1935-12-24,Method of and Apparatus for Producing Composite Pictures,http://www.wikidata.org/entity/Q73425509,Conrad G. Briel,,G03B15/08,
US2026660,US,https://patents.google.com/patent/US2026660A/en,1932-04-02,1936-01-07,Film Advancing Mechanism for Motion Picture Apparatus,http://www.wikidata.org/entity/Q73425514,Albert W. Tondreau,,G03B1/22,
US2028862,US,https://patents.google.com/patent/US2028862A/en,1931-10-12,1936-01-28,Method of Producing Composite Pictures,http://www.wikidata.org/entity/Q73585614,Conrad G. Briel,,G03B15/08,
US2028975,US,https://patents.google.com/patent/US2028975A/en,1931-09-02,1936-01-28,Composite Picture,http://www.wikidata.org/entity/Q73585617,Clyde F. Gillette,,G03B15/08,PatentPool
US2029500,US,https://patents.google.com/patent/US2029500A/en,1933-09-13,1936-02-04,Composite Picture,http://www.wikidata.org/entity/Q73585619,Willis H. O'Brien,RCA Corp,G03B15/10,WestheimerF4
US2030300,US,https://patents.google.com/patent/US2030300A/en,1933-10-25,1936-02-11,Composite Photography,http://www.wikidata.org/entity/Q73585620,Fred W. Jackman,,G03B15/10,PatentPool; StullProducersPool
US2039213,US,https://patents.google.com/patent/US2039213A/en,1935-02-28,1936-04-28,Multiple Printing Machine,http://www.wikidata.org/entity/Q73425523,André Léon Victor Clément Debrie,,G03B27/475,
US2044454,US,https://patents.google.com/patent/US2044454A/en,1932-03-21,1936-06-16,Photographic Film Printing Apparatus,http://www.wikidata.org/entity/Q73585623,Lyman A. Wilson; Joseph Johnson,,G03B27/475,
US2045129,US,https://patents.google.com/patent/US2045129A/en,1933-09-28,1936-06-23,Printing,http://www.wikidata.org/entity/Q73425541,Clair L. Farrand,,G03C9/02,
US2045084,US,https://patents.google.com/patent/US2045084A/en,1931-12-26,1936-06-23,Method and Means for Producing Composite Pictures,http://www.wikidata.org/entity/Q73425545,Fred W. Jackman,,G03B15/08,
US2051526,US,https://patents.google.com/patent/US2051526A/en,1934-08-13,1936-08-18,Means for Producing Special Effects in Motion Picture Photography,http://www.wikidata.org/entity/Q73425550,Henry Gordon Jennings; Paul Lerpée; Arthur Zaugg,,G03B15/08,
US2055124,US,https://patents.google.com/patent/US2055124A/en,1935-04-18,1936-09-22,Power Supply for Plural Motor Interlock Systems,http://www.wikidata.org/entity/Q73425560,Clair L. Farrand,,G03B31/00,
US2056508,US,https://patents.google.com/patent/US2056508A/en,1934-07-02,1936-10-06,Art of Composite Photography,http://www.wikidata.org/entity/Q73425564,Charles B. Dreyer,,G03B15/08,
US2064206,US,https://patents.google.com/patent/US2064206A/en,1934-01-23,1936-12-15,Composite Motion Picture,http://www.wikidata.org/entity/Q73585626,Fred W. Jackman,,G03B15/08,
US2071344,US,https://patents.google.com/patent/US2071344A/en,1932-09-07,1937-02-23,Method of Making Translucent Picture Projection Screen,http://www.wikidata.org/entity/Q73425567,Fred W. Jackman,,G03B21/62; Y10T428/31975,
US2071342,US,https://patents.google.com/patent/US2071342A/en,1935-06-17,1937-02-23,Translucent Projection Screen,http://www.wikidata.org/entity/Q73425571,Fred W. Jackman,,G03B21/62,
US2074686,US,https://patents.google.com/patent/US2074686A/en,1935-04-18,1937-03-23,Plural Motor Interlock System,http://www.wikidata.org/entity/Q73425573,Clair L. Farrand,,G11B15/34,
US2075893,US,https://patents.google.com/patent/US2075893A/en,1935-04-18,1937-04-06,Synchronous Motor and Method of Constructing Same,http://www.wikidata.org/entity/Q73425575,Clair L. Farrand,,H02K15/16; Y10T29/49009; Y10T29/49012,
US2082328,US,https://patents.google.com/patent/US2082328A/en,1936-05-09,1937-06-01,Tension Device for Film Reels,http://www.wikidata.org/entity/Q73425583,Harris N. Ensign; Harry A. Hanson,,G03B1/40,
US2105555,US,https://patents.google.com/patent/US2105555A/en,1936-06-30,1938-01-18,Matrix for Photo Composing Machines,http://www.wikidata.org/entity/Q73585630,Samu-El Ish-Shalom; Otto I. Bloom,,B41B15/04,WestheimerF4
US2111012,US,https://patents.google.com/patent/US2111012A/en,1934-09-21,1938-03-15,Camera Support,http://www.wikidata.org/entity/Q73425705,Albert W. Tondreau,,F16M11/2014; F16M11/10; F16M2200/022; F16M2200/041,
US2118894,US,https://patents.google.com/patent/US2118894A/en,1934-05-31,1938-05-31,Apparatus for Producing Combined Sound and Motion Picture Films,http://www.wikidata.org/entity/Q73425711,William J. Morrissey,,G11B7/28,
US2127829,US,https://patents.google.com/patent/US2127829A/en,1936-04-28,1938-08-23,Method of Production Color Effects in Photography,http://www.wikidata.org/entity/Q73431187,Willis H. O'Brien,,G03B33/00,
USRE20867E,US,https://patents.google.com/patent/USRE20867E/en,1927-02-07,1938-09-20,Method of Making Composite Pictures,http://www.wikidata.org/entity/Q73585632,Roy Pomeroy,,G03B15/08,
US2133076,US,https://patents.google.com/patent/US2133076A/en,1935-11-22,1938-10-11,Translucent Projection Screen,http://www.wikidata.org/entity/Q73585634,Bernard M. Bodde,,G03B21/62; Y10T428/24421; Y10T428/24488; Y10T428/24777,
US2133085,US,https://patents.google.com/patent/US2133085A/en,1936-07-11,1938-10-11,Transition of Scenes on a Motion Picture Film,http://www.wikidata.org/entity/Q73425719,William Vernon Draper,,G03B15/08,
US2147038,US,https://patents.google.com/patent/US2147038A/en,1935-11-25,1939-02-14,Apparatus for Trick Photography,http://www.wikidata.org/entity/Q73425721,Fred W. Jackman,,G03B15/08,
US2153211,US,https://patents.google.com/patent/US2153211A/en,1935-03-21,1939-04-04,Composite Printing Apparatus for Motion Picture Film,http://www.wikidata.org/entity/Q73425743,Joseph H. Spray,,G03B27/08; G03B27/323,
US2153212,US,https://patents.google.com/patent/US2153212A/en,1936-02-18,1939-04-04,Composite Printing Apparatus for Motion Picture Film,http://www.wikidata.org/entity/Q73425746,Joseph H. Spray,,G03B27/32; G03B27/323,
US2153902,US,https://patents.google.com/patent/US2153902A/en,1935-07-05,1939-04-11,Apparatus for Making Animated Cartoons,http://www.wikidata.org/entity/Q73425748,Albert W. Tondreau,,G03B15/08,
US2164770,US,https://patents.google.com/patent/US2164770A/en,1936-11-06,1939-07-04,Composite Photography,http://www.wikidata.org/entity/Q73585637,Carl Gregory,,G03B15/08,WestheimerF14
US2164651,US,https://patents.google.com/patent/US2164651A/en,1938-01-25,1939-07-04,Miniature Ship,http://www.wikidata.org/entity/Q73431206,Byron Haskin,,B63B9/00; B63B2711/00,
US2169045,US,https://patents.google.com/patent/US2169045A/en,1936-11-23,1939-08-08,Composite Photography,http://www.wikidata.org/entity/Q73585639,Byron Haskin,,G03B15/08,
US2172330,US,https://patents.google.com/patent/US2172330A/en,1937-01-21,1939-09-05,Selective Film Printer,http://www.wikidata.org/entity/Q73431214,James W. Bryce,,G03B27/475,
US2173518,US,https://patents.google.com/patent/US2173518A/en,1936-04-04,1939-09-19,Photography,http://www.wikidata.org/entity/Q73585641,Fred W. Jackman,,G03B15/12,
US2174931,US,https://patents.google.com/patent/US2174931A/en,1936-06-18,1939-10-03,Method and Apparatus for the Production of Motion Picture Films of the Animated Cartoon Type,http://www.wikidata.org/entity/Q73431216,Paul Houlton Terry; Carl Louis Gregory,,G03C5/06; G03B15/08,
US2177737,US,https://patents.google.com/patent/US2177737A/en,1936-10-31,1939-11-13,Photographic Apparatus,http://www.wikidata.org/entity/Q73585644,Harold L. Mohr; Albert W. Tondreau,,G03B3/02,
US2184672,US,https://patents.google.com/patent/US2184672A/en,1935-06-17,1939-12-26,Manufacture of Plastic Sheets,http://www.wikidata.org/entity/Q73425756,Fred W. Jackman,,G03B21/62; Y10S160/07; Y10T428/31975,
US2198815,US,https://patents.google.com/patent/US2198815A/en,1938-04-11,1940-04-30,Composite Photography,http://www.wikidata.org/entity/Q73585646,Byron Haskin,,G03B15/12,
US2200358,US,https://patents.google.com/patent/US2200358A/en,1938-04-11,1940-05-14,Composite Photography,http://www.wikidata.org/entity/Q73585648,Byron Haskin,,G03B15/12,
US2201689,US,https://patents.google.com/patent/US2201689A/en,1936-09-01,1940-05-21,Art of Animation,http://www.wikidata.org/entity/Q73431233,Walt Disney,,G03B15/08,
US2216901,US,https://patents.google.com/patent/US2216901A/en,1938-05-17,1940-10-08,Projection Screen,http://www.wikidata.org/entity/Q73585650,Bernard M. Bodde,,G03B21/565,
US2202370,US,https://patents.google.com/patent/US2202370A/en,1935-11-22,1940-11-22,Manufacture of Translucent Screens,http://www.wikidata.org/entity/Q73425761,Bernard M. Bodde,,G03B21/62,
US2232144,US,https://patents.google.com/patent/US2232144A/en,1938-11-12,1941-02-18,Method for Making Composite Motion Pictures,http://www.wikidata.org/entity/Q73425781,Ferdinand Method Sersen,Twentieth Cent Fox Film Corp,G03B15/08,WestheimerF4
US2240083,US,https://patents.google.com/patent/US2240083A/en,1939-01-09,1941-04-29,Film Printing Apparatus,http://www.wikidata.org/entity/Q73585652,Albert W. Tondreau,,G03B27/08,
US2242567,US,https://patents.google.com/patent/US2242567A/en,1935-11-22,1941-05-20,Manufacture of Translucent Screens,http://www.wikidata.org/entity/Q73585656,Bernard M. Bodde,,G03B21/62; B29D7/01; Y10T428/24421,
US2245896,US,https://patents.google.com/patent/US2245896A/en,1938-02-12,1941-06-17,Picture Projection Screen and Method of Making the Same,http://www.wikidata.org/entity/Q73425789,Bernard M. Bodde,,G03B21/565; Y10S359/90,
US2256385,US,https://patents.google.com/patent/US2256385A/en,1940-08-07,1941-09-16,Projection Printer,http://www.wikidata.org/entity/Q73585657,Ralph M. Evans; Benjamin Ellan Luboshez,,G03B27/462,
US2257551,US,https://patents.google.com/patent/US2257551A/en,1938-02-26,1941-09-30,Method and Means of Producing Motion Pictures,http://www.wikidata.org/entity/Q73425799,Herbert Griffin; Julius Pearlman,Int Projector Corp,G03B15/10,WestheimerF4
US2257999,US,https://patents.google.com/patent/US2257999A/en,1938-08-20,1941-10-07,Translucent Picture Projection Screen and Manufacture Thereof,http://www.wikidata.org/entity/Q73425815,Bernard M. Bodde,,G03B21/62; Y10T428/24405; Y10T428/24421; Y10T428/31986,
US2275270,US,https://patents.google.com/patent/US2275270A/en,1939-08-16,1942-03-03,Motion Picture Contrast Regulation,http://www.wikidata.org/entity/Q73425823,Gerald F. Rackett,Technicolor Motion Picture Corp,G03B15/08; G03B7/16,WestheimerF4
US2281033,US,https://patents.google.com/patent/US2281033A/en,1939-05-08,1942-04-28,Method of Producing Animated Photoplays,http://www.wikidata.org/entity/Q73431247,William Garity,Walt Disney Productions Ltd,G03B15/08,WestheimerF4
US2286883,US,https://patents.google.com/patent/US2286883A/en,1940-07-10,1942-06-16,Photomechanical Apparatus,http://www.wikidata.org/entity/Q73431251,Martin J. Weber,,G03F1/88,WestheimerF4
US2310339,US,https://patents.google.com/patent/US2310339A/en,1940-07-26,1943-02-09,Drive System for Process Photography,http://www.wikidata.org/entity/Q73425828,William F. Arndt,Warner Bros Pictures Inc,G03B15/10,WestheimerF4
US2314663,US,https://patents.google.com/patent/US2314663A/en,1940-12-17,1943-03-23,Method of Producing Composite Photographs,http://www.wikidata.org/entity/Q73585659,Otto John Lauro Seaman,,G03B15/12,WestheimerF4
US2321336,US,https://patents.google.com/patent/US2321336A/en,1942-08-10,1943-06-08,Valve,http://www.wikidata.org/entity/Q73425834,Albert W. Tondreau,,F16K3/03,
US2334962,US,https://patents.google.com/patent/US2334962A/en,1940-04-22,1943-11-23,Method of Producing Motion Pictures of Changing Sizes and Shapes,http://www.wikidata.org/entity/Q73425838,John F. Seitz,,G03D15/00,WestheimerF4
US2336978,US,https://patents.google.com/patent/US2336978A/en,1940-08-03,1943-12-14,Projector,http://www.wikidata.org/entity/Q73585662,Bernard M. Bodde,,G03B23/125,
US2337327,US,https://patents.google.com/patent/US2337327A/en,1941-03-11,1943-12-21,Composite Photography,http://www.wikidata.org/entity/Q73585665,Byron Haskin,,G03B15/08,
US2357624,US,https://patents.google.com/patent/US2357624A/en,1939-10-10,1944-09-05,Cinematographic Method and Device,http://www.wikidata.org/entity/Q73425853,Leon H. Amdur,,G03B35/00,WestheimerF4
US2357707,US,https://patents.google.com/patent/US2357707A/en,1941-08-02,1944-09-05,Film Gate Pressure Pad,http://www.wikidata.org/entity/Q73425857,Albert W. Tondreau; Fred W. Gage,,G03B1/56,
US2363502,US,https://patents.google.com/patent/US2363502A/en,1941-12-31,1944-11-28,Method of and Apparatus for Making and Re-creating Records,http://www.wikidata.org/entity/Q73425864,Lee A. Collins,,G11B7/00,WestheimerF4
US2368099,US,https://patents.google.com/patent/US2368099A/en,1943-08-02,1945-01-30,Translucent Screen,http://www.wikidata.org/entity/Q73425866,Bernard M. Bodde,,G03B21/604,
US2372173,US,https://patents.google.com/patent/US2372173A/en,1944-03-06,1945-03-27,Projection Screen,http://www.wikidata.org/entity/Q73585667,Bernard M. Bodde,,G03B21/604,
US2378252,US,https://patents.google.com/patent/US2378252A/en,1942-06-30,1945-06-12,Projection Screen,http://www.wikidata.org/entity/Q73585670,"Henry C. Staehle; Edwin E. Jelley; David E. Bennett, Jr.",,G03B21/625; Y10S359/90,
US2384601,US,https://patents.google.com/patent/US2384601A/en,1942-01-09,1945-09-11,Method for Making Motion Pictures,http://www.wikidata.org/entity/Q73431291,Daniel B. Clark,Twentieth Cent Fox Film Corp,G03B15/08,WestheimerF4
US2389087,US,https://patents.google.com/patent/US2389087A/en,1941-12-06,1945-11-13,Automatic Adjustment of Lens Diaphragm,http://www.wikidata.org/entity/Q73425901,Alvin E. Schubert,,G03B27/722,
US2391595,US,https://patents.google.com/patent/US2391595A/en,1942-11-27,1945-12-25,Nonreflective Lense Coating,http://www.wikidata.org/entity/Q73425906,Dorothy Llewellyn Richards; William C. Miller,,G02B1/115,
US2413376,US,https://patents.google.com/patent/US2413376A/en,1944-05-09,1946-12-31,Drafting Machine,http://www.wikidata.org/entity/Q73431307,Roy Pomeroy,,B43L13/141,
US2457409,US,https://patents.google.com/patent/US2457409A/en,1946-09-27,1948-12-28,Intermittent Film Advancing Mechanism,http://www.wikidata.org/entity/Q73425927,Robert P. Shea; Edward Furer,,G03B1/22,
US2472944,US,https://patents.google.com/patent/US2472944A/en,1947-03-31,1949-06-14,Gyroscopically Stabilized Camera Boom,http://www.wikidata.org/entity/Q73425937,Edward Furer; Charles B. London,,B66F11/048; Y10T74/12,
US2501958,US,https://patents.google.com/patent/US2501958A/en,1945-07-23,1950-03-28,Method of Production Motion Pictures,http://www.wikidata.org/entity/Q73431319,Willis H. O'Brien,,G03B15/10,
US2517250,US,https://patents.google.com/patent/US2517250A/en,1946-04-17,1950-08-01,Optical Printer with Automatic Electrical Control of Operating Mechanism,http://www.wikidata.org/entity/Q73425942,Robert P. Shea; Oscar H. Jarosch; Linwood G. Dunn; Cecil D. Love,,G03B27/475,
US2523396,US,https://patents.google.com/patent/US2523396A/en,1949-08-30,1950-09-26,Antifriction Mount,http://www.wikidata.org/entity/Q73425946,Robert P. Shea; Edward Furer,,F16C29/063,
US2539498,US,https://patents.google.com/patent/US2539498A/en,1947-09-18,1951-01-30,Method of Preparing Cinema Film To Depict Repetitive Variation of Subject,http://www.wikidata.org/entity/Q73425955,John V. Waller,,G03B15/08; G01S7/4021,WestheimerF4
US2553903,US,https://patents.google.com/patent/US2553903A/en,1945-11-01,1951-05-22,Devices for Obtaining Composite Photographs and Motion Pictures,http://www.wikidata.org/entity/Q73425962,Achille Pierre Dufour,,G03B15/10,WestheimerF4
US2558605,US,https://patents.google.com/patent/US2558605A/en,1946-10-01,1951-06-26,Apparatus for Printing Composite Films,http://www.wikidata.org/entity/Q73431337,André Coutant; Jacques Mathot,,G03B15/08,WestheimerF4
